Number,Name,Type_1,Type_2,HP,Attack,Defense,Speed,Generation,Pr_Male,Height_and_Weight_stats,Body_Style,isLegendary,Black,Blue,Brown,Green,Grey,Pink,Purple,Red,White,Yellow,Special_Move,Special_Move_Power
415,Combee,Bug,Flying,30,30,42,70,4,0.875,0.3:5.5,multiple_bodies,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,Special_Attack,30
415,,Bug,Flying,30,30,42,70,4,0.875,0.3:5.5,multiple_bodies,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,Special_Defense,42
416,Vespiquen,Bug,Flying,70,80,102,40,4,0,1.19:38.5,four_wings,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Special_Attack,80
416,,Bug,Flying,70,80,102,40,4,0,1.19:38.5,four_wings,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Special_Defense,102
417,Pachirisu,Electric,NA,60,45,70,95,4,0.5,0.41:3.9,quadruped,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,Special_Attack,45
417,,Electric,NA,60,45,70,95,4,0.5,0.41:3.9,quadruped,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,Special_Defense,90
418,Buizel,Water,NA,55,65,35,85,4,0.5,0.71:29.5,quadruped,FALSE,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,Special_Attack,60
418,,Water,NA,55,65,35,85,4,0.5,0.71:29.5,quadruped,FALSE,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,Special_Defense,30
419,Floatzel,Water,NA,85,105,55,115,4,0.5,1.09:33.5,quadruped,FALSE,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,Special_Attack,85
419,,Water,NA,85,105,55,115,4,0.5,1.09:33.5,quadruped,FALSE,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,Special_Defense,50
420,Cherubi,Grass,NA,45,35,45,35,4,0.5,0.41:3.3,multiple_bodies,FALSE,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,Special_Attack,62
420,,Grass,NA,45,35,45,35,4,0.5,0.41:3.3,multiple_bodies,FALSE,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,Special_Defense,53
421,Cherrim,Grass,NA,70,60,70,85,4,0.5,0.51:9.3,head_legs,FALSE,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,Special_Attack,87
421,,Grass,NA,70,60,70,85,4,0.5,0.51:9.3,head_legs,FALSE,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,Special_Defense,78
422,Shellos,Water,NA,76,48,48,34,4,0.5,0.3:6.3,serpentine_body,FALSE,NA,NA,NA,NA,NA,NA,190,NA,NA,NA,Special_Attack,57
422,,Water,NA,76,48,48,34,4,0.5,0.3:6.3,serpentine_body,FALSE,NA,NA,NA,NA,NA,NA,190,NA,NA,NA,Special_Defense,62
423,Gastrodon,Water,Ground,111,83,68,39,4,0.5,0.89:29.9,serpentine_body,FALSE,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,Special_Attack,92
423,,Water,Ground,111,83,68,39,4,0.5,0.89:29.9,serpentine_body,FALSE,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,Special_Defense,82
424,Ambipom,Normal,NA,75,100,66,115,4,0.5,1.19:20.3,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,Special_Attack,60
424,,Normal,NA,75,100,66,115,4,0.5,1.19:20.3,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,Special_Defense,66
425,Drifloon,Ghost,Flying,90,50,34,70,4,0.5,0.41:1.2,head_arms,FALSE,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,Special_Attack,60
425,,Ghost,Flying,90,50,34,70,4,0.5,0.41:1.2,head_arms,FALSE,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,Special_Defense,44
426,Drifblim,Ghost,Flying,150,80,44,80,4,0.5,1.19:15,head_arms,FALSE,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,Special_Attack,90
426,,Ghost,Flying,150,80,44,80,4,0.5,1.19:15,head_arms,FALSE,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,Special_Defense,54
427,Buneary,Normal,NA,55,66,44,85,4,0.5,0.41:5.5,bipedal_tailed,FALSE,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,Special_Attack,44
427,,Normal,NA,55,66,44,85,4,0.5,0.41:5.5,bipedal_tailed,FALSE,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,Special_Defense,56
428,Lopunny,Normal,NA,65,76,84,105,4,0.5,1.19:33.3,bipedal_tailed,FALSE,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,Special_Attack,54
428,,Normal,NA,65,76,84,105,4,0.5,1.19:33.3,bipedal_tailed,FALSE,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,Special_Defense,96
429,Mismagius,Ghost,NA,60,60,60,105,4,0.5,0.89:4.4,head_only,FALSE,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,Special_Attack,105
429,,Ghost,NA,60,60,60,105,4,0.5,0.89:4.4,head_only,FALSE,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,Special_Defense,105
430,Honchkrow,Dark,Flying,100,125,52,71,4,0.5,0.89:27.3,two_wings,FALSE,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,105
430,,Dark,Flying,100,125,52,71,4,0.5,0.89:27.3,two_wings,FALSE,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,52
431,Glameow,Normal,NA,49,55,42,85,4,0.25,0.51:3.9,quadruped,FALSE,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,Special_Attack,42
431,,Normal,NA,49,55,42,85,4,0.25,0.51:3.9,quadruped,FALSE,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,Special_Defense,37
432,Purugly,Normal,NA,71,82,64,112,4,0.25,0.99:43.8,quadruped,FALSE,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,Special_Attack,64
432,,Normal,NA,71,82,64,112,4,0.25,0.99:43.8,quadruped,FALSE,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,Special_Defense,59
433,Chingling,Psychic,NA,45,30,50,45,4,0.5,0.2:0.6,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,Special_Attack,65
433,,Psychic,NA,45,30,50,45,4,0.5,0.2:0.6,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,Special_Defense,50
434,Stunky,Poison,Dark,63,63,47,74,4,0.5,0.41:19.2,quadruped,FALSE,NA,NA,NA,NA,NA,NA,225,NA,NA,NA,Special_Attack,41
434,,Poison,Dark,63,63,47,74,4,0.5,0.41:19.2,quadruped,FALSE,NA,NA,NA,NA,NA,NA,225,NA,NA,NA,Special_Defense,41
435,Skuntank,Poison,Dark,103,93,67,84,4,0.5,0.99:38,quadruped,FALSE,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,Special_Attack,71
435,,Poison,Dark,103,93,67,84,4,0.5,0.99:38,quadruped,FALSE,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,Special_Defense,61
436,Bronzor,Steel,Psychic,57,24,86,23,4,NA,0.51:60.5,head_only,FALSE,NA,NA,NA,255,NA,NA,NA,NA,NA,NA,Special_Attack,24
436,,Steel,Psychic,57,24,86,23,4,NA,0.51:60.5,head_only,FALSE,NA,NA,NA,255,NA,NA,NA,NA,NA,NA,Special_Defense,86
437,Bronzong,Steel,Psychic,67,89,116,33,4,NA,1.3:187,head_arms,FALSE,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,Special_Attack,79
437,,Steel,Psychic,67,89,116,33,4,NA,1.3:187,head_arms,FALSE,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,Special_Defense,116
438,Bonsly,Rock,NA,50,80,95,10,4,0.5,0.51:15,head_legs,FALSE,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,Special_Attack,10
438,,Rock,NA,50,80,95,10,4,0.5,0.51:15,head_legs,FALSE,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,Special_Defense,45
439,Mime_Jr.,Psychic,Fairy,20,25,45,60,4,0.5,0.61:13,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,Special_Attack,70
439,,Psychic,Fairy,20,25,45,60,4,0.5,0.61:13,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,Special_Defense,90
440,Happiny,Normal,NA,100,5,5,30,4,0,0.61:24.4,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,Special_Attack,15
440,,Normal,NA,100,5,5,30,4,0,0.61:24.4,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,Special_Defense,65
441,Chatot,Normal,Flying,76,65,45,91,4,0.5,0.51:1.9,two_wings,FALSE,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,92
441,,Normal,Flying,76,65,45,91,4,0.5,0.51:1.9,two_wings,FALSE,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,42
442,Spiritomb,Ghost,Dark,50,92,108,35,4,0.5,0.99:108,head_base,FALSE,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,Special_Attack,92
442,,Ghost,Dark,50,92,108,35,4,0.5,0.99:108,head_base,FALSE,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,Special_Defense,108
443,Gible,Dragon,Ground,58,70,45,42,4,0.5,0.71:20.5,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,40
443,,Dragon,Ground,58,70,45,42,4,0.5,0.71:20.5,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,45
444,Gabite,Dragon,Ground,68,90,65,82,4,0.5,1.4:56,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,50
444,,Dragon,Ground,68,90,65,82,4,0.5,1.4:56,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,55
445,Garchomp,Dragon,Ground,108,130,95,102,4,0.5,1.91:95,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,80
445,,Dragon,Ground,108,130,95,102,4,0.5,1.91:95,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,85
446,Munchlax,Normal,NA,135,85,40,5,4,0.875,0.61:105,bipedal_tailless,FALSE,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,40
446,,Normal,NA,135,85,40,5,4,0.875,0.61:105,bipedal_tailless,FALSE,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,85
447,Riolu,Fighting,NA,40,70,40,60,4,0.875,0.71:20.2,bipedal_tailed,FALSE,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,35
447,,Fighting,NA,40,70,40,60,4,0.875,0.71:20.2,bipedal_tailed,FALSE,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,40
448,Lucario,Fighting,Steel,70,110,70,90,4,0.875,1.19:54,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,115
448,,Fighting,Steel,70,110,70,90,4,0.875,1.19:54,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,70
449,Hippopotas,Ground,NA,68,72,78,32,4,0.5,0.79:49.5,quadruped,FALSE,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,Special_Attack,38
449,,Ground,NA,68,72,78,32,4,0.5,0.79:49.5,quadruped,FALSE,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,Special_Defense,42
450,Hippowdon,Ground,NA,108,112,118,47,4,0.5,2.01:300,quadruped,FALSE,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,Special_Attack,68
450,,Ground,NA,108,112,118,47,4,0.5,2.01:300,quadruped,FALSE,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,Special_Defense,72
451,Skorupi,Poison,Bug,40,50,90,65,4,0.5,0.79:12,insectoid,FALSE,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,Special_Attack,30
451,,Poison,Bug,40,50,90,65,4,0.5,0.79:12,insectoid,FALSE,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,Special_Defense,55
452,Drapion,Poison,Dark,70,90,110,95,4,0.5,1.3:61.5,insectoid,FALSE,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,Special_Attack,60
452,,Poison,Dark,70,90,110,95,4,0.5,1.3:61.5,insectoid,FALSE,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,Special_Defense,75
453,Croagunk,Poison,Fighting,48,61,40,50,4,0.5,0.71:23,bipedal_tailless,FALSE,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,61
453,,Poison,Fighting,48,61,40,50,4,0.5,0.71:23,bipedal_tailless,FALSE,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,40
454,Toxicroak,Poison,Fighting,83,106,65,85,4,0.5,1.3:44.4,bipedal_tailless,FALSE,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,86
454,,Poison,Fighting,83,106,65,85,4,0.5,1.3:44.4,bipedal_tailless,FALSE,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,65
455,Carnivine,Grass,NA,74,100,72,46,4,0.5,1.4:27,several_limbs,FALSE,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,Special_Attack,90
455,,Grass,NA,74,100,72,46,4,0.5,1.4:27,several_limbs,FALSE,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,Special_Defense,72
456,Finneon,Water,NA,49,49,56,66,4,0.5,0.41:7,with_fins,FALSE,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,49
456,,Water,NA,49,49,56,66,4,0.5,0.41:7,with_fins,FALSE,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,61
457,Lumineon,Water,NA,69,69,76,91,4,0.5,1.19:24,with_fins,FALSE,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,69
457,,Water,NA,69,69,76,91,4,0.5,1.19:24,with_fins,FALSE,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,86
458,Mantyke,Water,Flying,45,20,50,50,4,0.5,0.99:65,two_wings,FALSE,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,60
458,,Water,Flying,45,20,50,50,4,0.5,0.99:65,two_wings,FALSE,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,120
459,Snover,Grass,Ice,60,62,50,40,4,0.5,0.99:50.5,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,Special_Attack,62
459,,Grass,Ice,60,62,50,40,4,0.5,0.99:50.5,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,Special_Defense,60
460,Abomasnow,Grass,Ice,90,92,75,60,4,0.5,2.21:135.5,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,Special_Attack,92
460,,Grass,Ice,90,92,75,60,4,0.5,2.21:135.5,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,Special_Defense,85
461,Weavile,Dark,Ice,70,120,65,125,4,0.5,1.09:34,bipedal_tailed,FALSE,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,45
461,,Dark,Ice,70,120,65,125,4,0.5,1.09:34,bipedal_tailed,FALSE,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,85
462,Magnezone,Electric,Steel,70,70,115,60,4,NA,1.19:180,head_arms,FALSE,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,Special_Attack,130
462,,Electric,Steel,70,70,115,60,4,NA,1.19:180,head_arms,FALSE,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,Special_Defense,90
463,Lickilicky,Normal,NA,110,85,95,50,4,0.5,1.7:140,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,Special_Attack,80
463,,Normal,NA,110,85,95,50,4,0.5,1.7:140,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,Special_Defense,95
464,Rhyperior,Ground,Rock,115,140,130,40,4,0.5,2.39:282.8,bipedal_tailed,FALSE,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,Special_Attack,55
464,,Ground,Rock,115,140,130,40,4,0.5,2.39:282.8,bipedal_tailed,FALSE,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,Special_Defense,55
465,Tangrowth,Grass,NA,100,100,125,50,4,0.5,2.01:128.6,bipedal_tailless,FALSE,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,110
465,,Grass,NA,100,100,125,50,4,0.5,2.01:128.6,bipedal_tailless,FALSE,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,50
466,Electivire,Electric,NA,75,123,67,95,4,0.75,1.8:138.6,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Special_Attack,95
466,,Electric,NA,75,123,67,95,4,0.75,1.8:138.6,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Special_Defense,85
467,Magmortar,Fire,NA,75,95,67,83,4,0.75,1.6:68,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,Special_Attack,125
467,,Fire,NA,75,95,67,83,4,0.75,1.6:68,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,Special_Defense,95
468,Togekiss,Fairy,Flying,85,50,95,80,4,0.875,1.5:38,two_wings,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,Special_Attack,120
468,,Fairy,Flying,85,50,95,80,4,0.875,1.5:38,two_wings,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,Special_Defense,115
469,Yanmega,Bug,Flying,86,76,86,95,4,0.5,1.91:51.5,four_wings,FALSE,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,Special_Attack,116
469,,Bug,Flying,86,76,86,95,4,0.5,1.91:51.5,four_wings,FALSE,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,Special_Defense,56
470,Leafeon,Grass,NA,65,110,130,95,4,0.875,0.99:25.5,quadruped,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Attack,60
470,,Grass,NA,65,110,130,95,4,0.875,0.99:25.5,quadruped,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Defense,65
471,Glaceon,Ice,NA,65,60,110,65,4,0.875,0.79:25.9,quadruped,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,130
471,,Ice,NA,65,60,110,65,4,0.875,0.79:25.9,quadruped,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,95
472,Gliscor,Ground,Flying,75,95,125,95,4,0.5,2.01:42.5,two_wings,FALSE,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,Special_Attack,45
472,,Ground,Flying,75,95,125,95,4,0.5,2.01:42.5,two_wings,FALSE,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,Special_Defense,75
473,Mamoswine,Ice,Ground,110,130,80,80,4,0.5,2.49:291,quadruped,FALSE,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,Special_Attack,70
473,,Ice,Ground,110,130,80,80,4,0.5,2.49:291,quadruped,FALSE,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,Special_Defense,60
474,Porygon-Z,Normal,NA,85,80,70,90,4,NA,0.89:34,head_arms,FALSE,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,Special_Attack,135
474,,Normal,NA,85,80,70,90,4,NA,0.89:34,head_arms,FALSE,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,Special_Defense,75
475,Gallade,Psychic,Fighting,68,125,65,80,4,1,1.6:52,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,Special_Attack,65
475,,Psychic,Fighting,68,125,65,80,4,1,1.6:52,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,Special_Defense,115
476,Probopass,Rock,Steel,60,55,145,40,4,0.5,1.4:340,multiple_bodies,FALSE,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,Special_Attack,75
476,,Rock,Steel,60,55,145,40,4,0.5,1.4:340,multiple_bodies,FALSE,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,Special_Defense,150
477,Dusknoir,Ghost,NA,45,100,135,45,4,0.5,2.21:106.6,head_arms,FALSE,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,65
477,,Ghost,NA,45,100,135,45,4,0.5,2.21:106.6,head_arms,FALSE,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,135
478,Froslass,Ice,Ghost,70,80,70,110,4,0,1.3:26.6,head_arms,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,Special_Attack,80
478,,Ice,Ghost,70,80,70,110,4,0,1.3:26.6,head_arms,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,Special_Defense,70
479,Rotom,Electric,Ghost,50,50,77,91,4,NA,0.3:0.3,head_only,FALSE,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,Special_Attack,95
479,,Electric,Ghost,50,50,77,91,4,NA,0.3:0.3,head_only,FALSE,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,Special_Defense,77
480,Uxie,Psychic,NA,75,75,130,95,4,NA,0.3:0.3,bipedal_tailed,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Special_Attack,75
480,,Psychic,NA,75,75,130,95,4,NA,0.3:0.3,bipedal_tailed,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Special_Defense,130
481,Mesprit,Psychic,NA,80,105,105,80,4,NA,0.3:0.3,bipedal_tailed,TRUE,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,Special_Attack,105
481,,Psychic,NA,80,105,105,80,4,NA,0.3:0.3,bipedal_tailed,TRUE,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,Special_Defense,105
482,Azelf,Psychic,NA,75,125,70,115,4,NA,0.3:0.3,bipedal_tailed,TRUE,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,125
482,,Psychic,NA,75,125,70,115,4,NA,0.3:0.3,bipedal_tailed,TRUE,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,70
483,Dialga,Steel,Dragon,100,120,120,90,4,NA,5.41:683,quadruped,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,Special_Attack,150
483,,Steel,Dragon,100,120,120,90,4,NA,5.41:683,quadruped,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,Special_Defense,100
484,Palkia,Water,Dragon,90,120,100,100,4,NA,4.19:336,bipedal_tailed,TRUE,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,Special_Attack,150
484,,Water,Dragon,90,120,100,100,4,NA,4.19:336,bipedal_tailed,TRUE,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,Special_Defense,120
485,Heatran,Fire,Steel,91,90,106,77,4,0.5,1.7:430,quadruped,TRUE,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,Special_Attack,130
485,,Fire,Steel,91,90,106,77,4,0.5,1.7:430,quadruped,TRUE,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,Special_Defense,106
486,Regigigas,Normal,NA,110,160,110,100,4,NA,3.71:420,bipedal_tailless,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,Special_Attack,80
486,,Normal,NA,110,160,110,100,4,NA,3.71:420,bipedal_tailless,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,Special_Defense,110
487,Giratina,Ghost,Dragon,150,120,100,90,4,NA,6.91:650,serpentine_body,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,120
487,,Ghost,Dragon,150,120,100,90,4,NA,6.91:650,serpentine_body,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,100
488,Cresselia,Psychic,NA,120,70,120,85,4,0,1.5:85.6,serpentine_body,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Special_Attack,75
488,,Psychic,NA,120,70,120,85,4,0,1.5:85.6,serpentine_body,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Special_Defense,130
489,Phione,Water,NA,80,80,80,80,4,NA,0.41:3.1,head_arms,FALSE,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,80
489,,Water,NA,80,80,80,80,4,NA,0.41:3.1,head_arms,FALSE,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,80
490,Manaphy,Water,NA,100,100,100,100,4,NA,0.3:1.4,bipedal_tailless,FALSE,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,100
490,,Water,NA,100,100,100,100,4,NA,0.3:1.4,bipedal_tailless,FALSE,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,100
491,Darkrai,Dark,NA,70,90,90,125,4,NA,1.5:50.5,bipedal_tailless,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,135
491,,Dark,NA,70,90,90,125,4,NA,1.5:50.5,bipedal_tailless,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,90
492,Shaymin,Grass,NA,100,100,100,100,4,NA,0.2:2.1,quadruped,TRUE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Attack,100
492,,Grass,NA,100,100,100,100,4,NA,0.2:2.1,quadruped,TRUE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Defense,100
493,Arceus,Normal,NA,120,120,120,120,4,NA,3.2:320,quadruped,TRUE,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Special_Attack,120
493,,Normal,NA,120,120,120,120,4,NA,3.2:320,quadruped,TRUE,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Special_Defense,120
494,Victini,Psychic,Fire,100,100,100,100,5,NA,0.41:4,bipedal_tailless,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Special_Attack,100
494,,Psychic,Fire,100,100,100,100,5,NA,0.41:4,bipedal_tailless,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Special_Defense,100
495,Snivy,Grass,NA,45,45,55,63,5,0.875,0.61:8.1,bipedal_tailed,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Attack,45
495,,Grass,NA,45,45,55,63,5,0.875,0.61:8.1,bipedal_tailed,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Defense,55
496,Servine,Grass,NA,60,60,75,83,5,0.875,0.79:16,bipedal_tailed,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Attack,60
496,,Grass,NA,60,60,75,83,5,0.875,0.79:16,bipedal_tailed,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Defense,75
497,Serperior,Grass,NA,75,75,95,113,5,0.875,3.3:63,serpentine_body,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Attack,75
